time_us,clock,reset_n,enable,sram_0_out,inv1_dout1,inv1_dout2,inv1_dout3,inv1_dout4,inv2_vin1,inv2_vout1,inv2_vin2,inv2_vout2,counter2_value0,counter2_value1,counter2_value2,counter2_value3,counter2_value4,counter2_value5,counter2_value6,counter2_value7,counter1_value4_inv1_din1,counter1_value5_inv1_din2
9.628587939999999623e-01,3.299999999999999822e+00,3.299999999999999822e+00,3.299999999999999822e+00,4.199320060000000196e-09,3.299999999999999822e+00,4.199317889999999835e-09,3.299999999999999822e+00,3.299999999999999822e+00,7.593560329999999858e-01,3.443292159999999935e-01,7.566063520000000375e-01,3.751486159999999903e-01,3.299992539999999863e+00,3.299992490000000167e+00,-2.971786619999999820e-06,3.299999999999999822e+00,4.199321650000000041e-09,3.299999999999999822e+00,4.199318719999999604e-09,4.199318719999999604e-09,4.293885690000000390e-09,3.299999999999999822e+00
9.634550390000000686e-01,3.299999999999999822e+00,3.299999999999999822e+00,3.299999999999999822e+00,4.199321819999999765e-09,3.299999999999999822e+00,4.199322129999999698e-09,3.299999999999999822e+00,3.299999999999999822e+00,7.593586759999999547e-01,3.443035569999999823e-01,7.565950949999999953e-01,3.753015780000000245e-01,3.299969980000000191e+00,3.299970200000000187e+00,1.908089959999999996e-06,3.299999999999999822e+00,4.199316490000000216e-09,3.299999999999999822e+00,4.199322379999999778e-09,4.199322379999999778e-09,4.293882230000000280e-09,3.299999999999999822e+00
9.640700529999999269e-01,3.299999999999999822e+00,3.299999999999999822e+00,3.299999999999999822e+00,4.199318359999999654e-09,3.299999999999999822e+00,4.199319400000000151e-09,3.299999999999999822e+00,3.299999999999999822e+00,7.593613959999999663e-01,3.442771519999999752e-01,7.565834679999999812e-01,3.754598270000000237e-01,3.301125180000000103e+00,3.301127789999999784e+00,4.131464370000000306e-06,3.299999999999999822e+00,4.199318440000000011e-09,3.299999999999999822e+00,4.199317810000000306e-09,4.199317810000000306e-09,4.293881689999999943e-09,3.299999999999999822e+00
9.653000819999999482e-01,3.299999999999999822e+00,3.299999999999999822e+00,3.299999999999999822e+00,4.199316650000000102e-09,3.299999999999999822e+00,4.199317239999999628e-09,3.299999999999999822e+00,3.299999999999999822e+00,7.593668199999999979e-01,3.442245299999999730e-01,7.565601669999999501e-01,3.757777740000000088e-01,2.967411600000000149e+00,2.967089710000000213e+00,9.178264799999999226e-06,3.299999999999999822e+00,4.199319009999999861e-09,3.299999999999999822e+00,4.199317820000000144e-09,4.199317820000000144e-09,4.293887190000000041e-09,3.299999999999999822e+00
9.671352839999999285e-01,3.299999999999999822e+00,3.299999999999999822e+00,3.299999999999999822e+00,4.199321220000000401e-09,3.299999999999999822e+00,4.199321769999999749e-09,3.299999999999999822e+00,3.299999999999999822e+00,7.593748710000000068e-01,3.441464799999999769e-01,7.565252860000000190e-01,3.762557819999999831e-01,1.285145259999999900e-01,1.283857230000000071e-01,-8.294556370000000494e-04,3.299999999999999822e+00,4.199321580000000350e-09,3.299999999999999822e+00,4.199320749999999754e-09,4.199320749999999754e-09,4.293886239999999739e-09,3.299999999999999822e+00
9.686176420000000009e-01,3.299999999999999822e+00,3.299999999999999822e+00,3.299999999999999822e+00,4.199320999999999834e-09,3.299999999999999822e+00,4.199319650000000231e-09,3.299999999999999822e+00,3.299999999999999822e+00,7.593813379999999613e-01,3.440838399999999742e-01,7.564970100000000253e-01,3.766450920000000147e-01,-3.271569150000000047e-03,-3.274100939999999987e-03,6.218343650000000139e-02,3.299999999999999822e+00,4.199319879999999808e-09,3.299999999999999822e+00,4.199321299999999930e-09,4.199321299999999930e-09,4.293884409999999652e-09,3.299999999999999822e+00
9.701000000000000734e-01,3.299999999999999822e+00,3.299999999999999822e+00,3.299999999999999822e+00,4.199316879999999679e-09,3.299999999999999822e+00,4.199318709999999766e-09,3.299999999999999822e+00,3.299999999999999822e+00,7.593877719999999609e-01,3.440215589999999768e-01,7.564686430000000517e-01,3.770372949999999945e-01,-1.745636700000000084e-03,-1.744903799999999961e-03,3.229247599999999885e+00,3.299999999999999822e+00,4.199317749999999625e-09,3.299999999999999822e+00,4.199319340000000298e-09,4.199319340000000298e-09,4.293884940000000151e-09,3.299999999999999822e+00
9.701100000000001389e-01,2.970000000000000195e+00,3.299999999999999822e+00,3.299999999999999822e+00,4.199321550000000009e-09,3.299999999999999822e+00,4.199323389999999934e-09,3.299999999999999822e+00,3.299999999999999822e+00,7.593878149999999660e-01,3.440211400000000030e-01,7.564684520000000134e-01,3.770399509999999843e-01,-1.166436239999999987e-03,-1.166100470000000066e-03,3.243703420000000115e+00,3.299999999999999822e+00,4.199319200000000087e-09,3.299999999999999822e+00,4.199321049999999850e-09,4.199321049999999850e-09,4.293887879999999600e-09,3.299999999999999822e+00
9.701300000000000479e-01,2.310000000000000053e+00,3.299999999999999822e+00,3.299999999999999822e+00,4.199326459999999755e-09,3.299999999999999822e+00,4.199318849999999976e-09,3.299999999999999822e+00,3.299999999999999822e+00,7.593879009999999763e-01,3.440203020000000000e-01,7.564680679999999935e-01,3.770452630000000194e-01,-6.584537269999999470e-04,-6.584400939999999949e-04,3.261627949999999831e+00,3.299999999999999822e+00,4.199320050000000358e-09,3.299999999999999822e+00,4.199317329999999822e-09,4.199317329999999822e-09,4.293882450000000019e-09,3.299999999999999822e+00
9.701649999999999441e-01,1.155000000000000027e+00,3.299999999999999822e+00,3.299999999999999822e+00,4.199331120000000248e-09,3.299999999999999822e+00,4.199324429999999604e-09,3.299999999999999822e+00,3.299999999999999822e+00,7.593880530000000073e-01,3.440188359999999945e-01,7.564673969999999859e-01,3.770545590000000113e-01,-4.839336319999999986e-04,-4.839856759999999910e-04,3.274749840000000134e+00,3.299999999999999822e+00,4.199326049999999790e-09,3.299999999999999822e+00,4.199320389999999805e-09,4.199320389999999805e-09,4.293880479999999722e-09,3.299999999999999822e+00
9.702000000000000624e-01,2.645883510000000118e-12,3.299999999999999822e+00,3.299999999999999822e+00,4.199328670000000294e-09,3.299999999999999822e+00,4.199322219999999892e-09,3.299999999999999822e+00,3.299999999999999822e+00,7.593882039999999556e-01,3.440173710000000162e-01,7.564667259999999782e-01,3.770638579999999740e-01,-4.599947159999999858e-04,-4.600167160000000069e-04,3.278773619999999944e+00,3.299999999999999822e+00,4.199331909999999838e-09,3.299999999999999822e+00,4.199317050000000229e-09,4.199317050000000229e-09,4.293883699999999591e-09,3.299999999999999822e+00
9.702070000000000416e-01,0.000000000000000000e+00,3.299999999999999822e+00,3.299999999999999822e+00,4.199324800000000218e-09,3.299999999999999822e+00,4.199322240000000395e-09,3.299999999999999822e+00,3.299999999999999822e+00,7.593882349999999670e-01,3.440170779999999762e-01,7.564665919999999932e-01,3.770657179999999942e-01,-4.592954650000000117e-04,-4.593098779999999913e-04,3.278823570000000132e+00,3.299999999999999822e+00,4.199328849999999855e-09,3.299999999999999822e+00,4.199324400000000091e-09,4.199324400000000091e-09,4.293888750000000373e-09,3.299999999999999822e+00
9.702210000000000001e-01,0.000000000000000000e+00,3.299999999999999822e+00,3.299999999999999822e+00,4.199322119999999860e-09,3.299999999999999822e+00,4.199322929999999953e-09,3.299999999999999822e+00,3.299999999999999822e+00,7.593882950000000465e-01,3.440164909999999798e-01,7.564663240000000233e-01,3.770694379999999790e-01,-4.460772409999999772e-04,-4.460854439999999968e-04,3.279154730000000129e+00,3.299999999999999822e+00,4.199324910000000088e-09,3.299999999999999822e+00,4.199315020000000079e-09,4.199315020000000079e-09,4.293884480000000170e-09,3.299999999999999822e+00
9.702489999999999171e-01,0.000000000000000000e+00,3.299999999999999822e+00,3.299999999999999822e+00,4.199325860000000391e-09,3.299999999999999822e+00,4.199321530000000334e-09,3.299999999999999822e+00,3.299999999999999822e+00,7.593884170000000378e-01,3.440153189999999861e-01,7.564657870000000006e-01,3.770768780000000042e-01,-4.052794159999999982e-04,-4.052880670000000166e-04,3.280298059999999793e+00,3.299999999999999822e+00,4.199327519999999927e-09,3.299999999999999822e+00,4.199312270000000029e-09,4.199312270000000029e-09,4.293880970000000044e-09,3.299999999999999822e+00
9.703049999999999731e-01,0.000000000000000000e+00,3.299999999999999822e+00,3.299999999999999822e+00,4.199318749999999944e-09,3.299999999999999822e+00,4.199318170000000255e-09,3.299999999999999822e+00,3.299999999999999822e+00,7.593886589999999659e-01,3.440129740000000269e-01,7.564647129999999553e-01,3.770917630000000242e-01,-3.306511360000000013e-04,-3.306648559999999853e-04,3.282717680000000193e+00,3.299999999999999822e+00,4.199320249999999595e-09,3.299999999999999822e+00,4.199321170000000385e-09,4.199321170000000385e-09,4.293884549999999862e-09,3.299999999999999822e+00
9.704169999999998630e-01,0.000000000000000000e+00,3.299999999999999822e+00,3.299999999999999822e+00,4.199321080000000190e-09,3.299999999999999822e+00,4.199317360000000163e-09,3.299999999999999822e+00,3.299999999999999822e+00,7.593891430000000442e-01,3.440082870000000237e-01,7.564625649999999757e-01,3.771215439999999752e-01,-2.266824549999999936e-04,-2.266994069999999923e-04,3.286059939999999902e+00,3.299999999999999822e+00,4.199319710000000085e-09,3.299999999999999822e+00,4.199313809999999858e-09,4.199313809999999858e-09,4.293884130000000059e-09,3.299999999999999822e+00
9.706409999999999760e-01,0.000000000000000000e+00,3.299999999999999822e+00,3.299999999999999822e+00,4.199324979999999779e-09,3.299999999999999822e+00,4.199324500000000123e-09,3.299999999999999822e+00,3.299999999999999822e+00,7.593901119999999505e-01,3.439989190000000141e-01,7.564582680000000448e-01,3.771811569999999891e-01,-1.104971559999999960e-04,-1.105116260000000054e-04,3.289419800000000116e+00,3.299999999999999822e+00,4.199323720000000370e-09,3.299999999999999822e+00,4.199323060000000325e-09,4.199323060000000325e-09,4.293883770000000109e-09,3.299999999999999822e+00
9.709409490000000531e-01,0.000000000000000000e+00,3.299999999999999822e+00,3.299999999999999822e+00,4.199322050000000169e-09,3.299999999999999822e+00,4.199315289999999834e-09,3.299999999999999822e+00,3.299999999999999822e+00,7.593914069999999628e-01,3.439863859999999773e-01,7.564525109999999941e-01,3.772610880000000222e-01,-4.095657299999999964e-05,-4.096537360000000164e-05,3.292061299999999857e+00,3.299999999999999822e+00,4.199315580000000092e-09,3.299999999999999822e+00,4.199321669999999717e-09,4.199321669999999717e-09,4.293886360000000273e-09,3.299999999999999822e+00
9.715408460000001245e-01,0.000000000000000000e+00,3.299999999999999822e+00,3.299999999999999822e+00,4.199318130000000077e-09,3.299999999999999822e+00,4.199320410000000308e-09,3.299999999999999822e+00,3.299999999999999822e+00,7.593939939999999611e-01,3.439613659999999906e-01,7.564409850000000102e-01,3.774213089999999826e-01,4.858656989999999793e-06,4.856620650000000381e-06,3.296424979999999838e+00,3.299999999999999822e+00,4.199320799999999770e-09,3.299999999999999822e+00,4.199319169999999747e-09,4.199319169999999747e-09,4.293886370000000111e-09,3.299999999999999822e+00
9.723789460000000773e-01,0.000000000000000000e+00,3.299999999999999822e+00,3.299999999999999822e+00,4.199318859999999814e-09,3.299999999999999822e+00,4.199321209999999736e-09,3.299999999999999822e+00,3.299999999999999822e+00,7.593976000000000059e-01,3.439265089999999914e-01,7.564248580000000333e-01,3.776459580000000038e-01,1.185435319999999917e-05,1.185518800000000011e-05,3.299592599999999987e+00,3.299999999999999822e+00,4.199317179999999774e-09,3.299999999999999822e+00,4.199319560000000037e-09,4.199319560000000037e-09,4.293886000000000324e-09,3.299999999999999822e+00
9.732571500000000153e-01,0.000000000000000000e+00,3.299999999999999822e+00,3.299999999999999822e+00,4.199319059999999877e-09,3.299999999999999822e+00,4.199323149999999692e-09,3.299999999999999822e+00,3.299999999999999822e+00,7.594013659999999666e-01,3.438901059999999732e-01,7.564079289999999789e-01,3.778823709999999947e-01,6.126445710000000337e-06,6.127318990000000251e-06,3.300384849999999926e+00,3.299999999999999822e+00,4.199322970000000131e-09,3.299999999999999822e+00,4.199321059999999688e-09,4.199321059999999688e-09,4.293885590000000359e-09,3.299999999999999822e+00
9.748869529999999450e-01,0.000000000000000000e+00,3.299999999999999822e+00,3.299999999999999822e+00,4.199321430000000302e-09,3.299999999999999822e+00,4.199318659999999750e-09,3.299999999999999822e+00,3.299999999999999822e+00,7.594083259999999669e-01,3.438228799999999974e-01,7.563764290000000168e-01,3.783238789999999740e-01,7.674298949999999735e-07,7.677124099999999909e-07,3.300341459999999838e+00,3.299999999999999822e+00,4.199318930000000332e-09,3.299999999999999822e+00,4.199317670000000096e-09,4.199317670000000096e-09,4.293883899999999654e-09,3.299999999999999822e+00
9.774434759999999223e-01,0.000000000000000000e+00,3.299999999999999822e+00,3.299999999999999822e+00,4.199318769999999620e-09,3.299999999999999822e+00,4.199318669999999588e-09,3.299999999999999822e+00,3.299999999999999822e+00,7.594191639999999799e-01,3.437182979999999777e-01,7.563268020000000202e-01,3.790237370000000272e-01,-4.770327790000000527e-07,-4.770572099999999493e-07,3.300077889999999847e+00,3.299999999999999822e+00,4.199320660000000387e-09,3.299999999999999822e+00,4.199321130000000206e-09,4.199321130000000206e-09,4.293884799999999941e-09,3.299999999999999822e+00
9.799999999999999822e-01,6.988021809999999859e-12,3.299999999999999822e+00,3.299999999999999822e+00,4.199320389999999805e-09,3.299999999999999822e+00,4.199320139999999725e-09,3.299999999999999822e+00,3.299999999999999822e+00,7.594299049999999607e-01,3.436147319999999783e-01,7.562769139999999668e-01,3.797310660000000060e-01,-1.804214089999999994e-07,-1.804507639999999966e-07,3.299997460000000160e+00,3.299999999999999822e+00,4.199319640000000393e-09,3.299999999999999822e+00,4.199320110000000212e-09,4.199320110000000212e-09,4.293883269999999950e-09,3.299999999999999822e+00
9.800100000000000477e-01,3.300000000000000155e-01,3.299999999999999822e+00,3.299999999999999822e+00,4.199320029999999856e-09,3.299999999999999822e+00,4.199316550000000070e-09,3.299999999999999822e+00,3.299999999999999822e+00,7.594299469999999941e-01,3.436143300000000234e-01,7.562767179999999589e-01,3.797338840000000215e-01,-1.763400830000000127e-07,-1.763688760000000093e-07,3.299997480000000039e+00,3.299999999999999822e+00,4.199315179999999964e-09,3.299999999999999822e+00,4.199327500000000252e-09,4.199327500000000252e-09,4.293889969999999604e-09,3.299999999999999822e+00
9.800299999999999567e-01,9.899999999999999911e-01,3.299999999999999822e+00,3.299999999999999822e+00,4.199320329999999951e-09,3.299999999999999822e+00,4.199317810000000306e-09,3.299999999999999822e+00,3.299999999999999822e+00,7.594300309999999499e-01,3.436135260000000025e-01,7.562763270000000260e-01,3.797395129999999730e-01,-1.683923219999999935e-07,-1.684200190000000113e-07,3.299997559999999996e+00,3.299999999999999822e+00,4.199313619999999632e-09,3.299999999999999822e+00,4.199314989999999738e-09,4.199314989999999738e-09,4.293889320000000224e-09,3.299999999999999822e+00
9.800650000000000750e-01,2.145000000000000018e+00,3.299999999999999822e+00,3.299999999999999822e+00,4.199320899999999802e-09,3.299999999999999822e+00,4.199319579999999712e-09,3.299999999999999822e+00,3.299999999999999822e+00,7.594301770000000396e-01,3.436121189999999936e-01,7.562756419999999702e-01,3.797493479999999866e-01,-1.552721640000000016e-07,-1.552980350000000132e-07,3.299997709999999973e+00,3.299999999999999822e+00,4.199319660000000069e-09,3.299999999999999822e+00,4.199320560000000356e-09,4.199320560000000356e-09,4.293886970000000302e-09,3.299999999999999822e+00
9.800999999999999712e-01,3.299999999999999822e+00,3.299999999999999822e+00,3.299999999999999822e+00,4.199321430000000302e-09,3.299999999999999822e+00,4.199320989999999996e-09,3.299999999999999822e+00,3.299999999999999822e+00,7.594303239999999899e-01,3.436107110000000131e-01,7.562749570000000254e-01,3.797591719999999782e-01,-1.431280899999999919e-07,-1.431522489999999870e-07,3.299997850000000010e+00,3.299999999999999822e+00,4.199321309999999767e-09,3.299999999999999822e+00,4.199323389999999934e-09,4.199323389999999934e-09,4.293884139999999896e-09,3.299999999999999822e+00
9.801069999999999505e-01,3.299999999999999822e+00,3.299999999999999822e+00,3.299999999999999822e+00,4.199323420000000275e-09,3.299999999999999822e+00,4.199323399999999772e-09,3.299999999999999822e+00,3.299999999999999822e+00,7.594303529999999469e-01,3.436104289999999950e-01,7.562748200000000143e-01,3.797611350000000274e-01,-1.408332490000000045e-07,-1.408570859999999963e-07,3.299997879999999828e+00,3.299999999999999822e+00,4.199320989999999996e-09,3.299999999999999822e+00,4.199328280000000004e-09,4.199328280000000004e-09,4.293887900000000102e-09,3.299999999999999822e+00
9.801210000000001310e-01,3.299999999999999822e+00,3.299999999999999822e+00,3.299999999999999822e+00,4.199320439999999821e-09,3.299999999999999822e+00,4.199325649999999662e-09,3.299999999999999822e+00,3.299999999999999822e+00,7.594304109999999719e-01,3.436098659999999860e-01,7.562745459999999920e-01,3.797650619999999866e-01,-1.363292229999999910e-07,-1.363524199999999906e-07,3.299997939999999907e+00,3.299999999999999822e+00,4.199319900000000311e-09,3.299999999999999822e+00,4.199319760000000101e-09,4.199319760000000101e-09,4.293887170000000366e-09,3.299999999999999822e+00
9.801490000000000480e-01,3.299999999999999822e+00,3.299999999999999822e+00,3.299999999999999822e+00,4.199324710000000024e-09,3.299999999999999822e+00,4.199323149999999692e-09,3.299999999999999822e+00,3.299999999999999822e+00,7.594305279999999936e-01,3.436087400000000236e-01,7.562739979999999473e-01,3.797729129999999897e-01,-1.277172299999999920e-07,-1.277391900000000042e-07,3.299998050000000127e+00,3.299999999999999822e+00,4.199317529999999886e-09,3.299999999999999822e+00,4.199318080000000061e-09,4.199318080000000061e-09,4.293888489999999629e-09,3.299999999999999822e+00
9.802050000000001040e-01,3.299999999999999822e+00,3.299999999999999822e+00,3.299999999999999822e+00,4.199324650000000170e-09,3.299999999999999822e+00,4.199320599999999707e-09,3.299999999999999822e+00,3.299999999999999822e+00,7.594307620000000369e-01,3.436064870000000160e-01,7.562729019999999691e-01,3.797886140000000244e-01,-1.120052560000000049e-07,-1.120249420000000003e-07,3.299998249999999800e+00,3.299999999999999822e+00,4.199321309999999767e-09,3.299999999999999822e+00,4.199322360000000102e-09,4.199322360000000102e-09,4.293888350000000246e-09,3.299999999999999822e+00
9.803169999999999940e-01,3.299999999999999822e+00,3.299999999999999822e+00,3.299999999999999822e+00,4.199318440000000011e-09,3.299999999999999822e+00,4.199324180000000351e-09,3.299999999999999822e+00,3.299999999999999822e+00,7.594312300000000127e-01,3.436019829999999997e-01,7.562707100000000127e-01,3.798200110000000129e-01,-8.578062720000000587e-08,-8.579641969999999923e-08,3.299998599999999893e+00,3.299999999999999822e+00,4.199319409999999989e-09,3.299999999999999822e+00,4.199317999999999705e-09,4.199317999999999705e-09,4.293887740000000217e-09,3.299999999999999822e+00
9.805409999999999959e-01,3.299999999999999822e+00,3.299999999999999822e+00,3.299999999999999822e+00,4.199313980000000409e-09,3.299999999999999822e+00,4.199319900000000311e-09,3.299999999999999822e+00,3.299999999999999822e+00,7.594321659999999641e-01,3.435929790000000206e-01,7.562663229999999626e-01,3.798828129999999859e-01,-4.875387739999999832e-08,-4.876390440000000172e-08,3.299999119999999841e+00,3.299999999999999822e+00,4.199319219999999763e-09,3.299999999999999822e+00,4.199318220000000271e-09,4.199318220000000271e-09,4.293881029999999898e-09,3.299999999999999822e+00
9.808014619999999573e-01,3.299999999999999822e+00,3.299999999999999822e+00,3.299999999999999822e+00,4.199321740000000235e-09,3.299999999999999822e+00,4.199316569999999745e-09,3.299999999999999822e+00,3.299999999999999822e+00,7.594332529999999748e-01,3.435825180000000034e-01,7.562612199999999563e-01,3.799558800000000236e-01,-2.324617160000000028e-08,-2.325192739999999872e-08,3.299999510000000136e+00,3.299999999999999822e+00,4.199320580000000031e-09,3.299999999999999822e+00,4.199316619999999761e-09,4.199316619999999761e-09,4.293882450000000019e-09,3.299999999999999822e+00
9.813223859999998799e-01,3.299999999999999822e+00,3.299999999999999822e+00,3.299999999999999822e+00,4.199323380000000096e-09,3.299999999999999822e+00,4.199323980000000288e-09,3.299999999999999822e+00,3.299999999999999822e+00,7.594354229999999983e-01,3.435616260000000088e-01,7.562510070000000306e-01,3.801022230000000168e-01,3.009478210000000074e-11,2.866262480000000085e-11,3.299999909999999925e+00,3.299999999999999822e+00,4.199319960000000164e-09,3.299999999999999822e+00,4.199323570000000322e-09,4.199323570000000322e-09,4.293887830000000411e-09,3.299999999999999822e+00
9.819989650000000569e-01,3.299999999999999822e+00,3.299999999999999822e+00,3.299999999999999822e+00,4.199317729999999950e-09,3.299999999999999822e+00,4.199317699999999609e-09,3.299999999999999822e+00,3.299999999999999822e+00,7.594382360000000443e-01,3.435345539999999920e-01,7.562377249999999718e-01,3.802927790000000252e-01,7.587420349999999539e-09,7.587747569999999291e-09,3.300000059999999902e+00,3.299999999999999822e+00,4.199317860000000322e-09,3.299999999999999822e+00,4.199317589999999740e-09,4.199317589999999740e-09,4.293884189999999912e-09,3.299999999999999822e+00
9.822409999999999197e-01,3.299999999999999822e+00,3.299999999999999822e+00,3.299999999999999822e+00,4.199320160000000228e-09,3.299999999999999822e+00,4.199321009999999672e-09,3.299999999999999822e+00,3.299999999999999822e+00,7.594392410000000426e-01,3.435248859999999738e-01,7.562329690000000326e-01,3.803610820000000170e-01,6.948053900000000220e-09,6.948395430000000233e-09,3.300000059999999902e+00,3.299999999999999822e+00,4.199320770000000257e-09,3.299999999999999822e+00,4.199320799999999770e-09,4.199320799999999770e-09,4.293887879999999600e-09,3.299999999999999822e+00
9.823763159999999717e-01,3.299999999999999822e+00,3.299999999999999822e+00,3.299999999999999822e+00,4.199317019999999889e-09,3.299999999999999822e+00,4.199321090000000028e-09,3.299999999999999822e+00,3.299999999999999822e+00,7.594398020000000527e-01,3.435194870000000122e-01,7.562303099999999612e-01,3.803993159999999873e-01,1.521469379999999926e-08,6.299111080000000029e-09,3.300000049999999963e+00,3.299999999999999822e+00,4.199319510000000021e-09,3.299999999999999822e+00,4.199320599999999707e-09,4.199320599999999707e-09,4.293884060000000367e-09,3.299999999999999822e+00
9.826469479999999646e-01,3.299999999999999822e+00,3.299999999999999822e+00,3.299999999999999822e+00,4.199320849999999786e-09,3.299999999999999822e+00,4.199321640000000204e-09,3.299999999999999822e+00,3.299999999999999822e+00,7.594409239999999617e-01,3.435086949999999750e-01,7.562249880000000424e-01,3.804758429999999803e-01,-1.176619999999999984e-07,5.351802610000000321e-09,3.300000040000000023e+00,3.299999999999999822e+00,4.199318520000000367e-09,3.299999999999999822e+00,4.199318640000000074e-09,4.199318640000000074e-09,4.293889599999999817e-09,3.299999999999999822e+00
9.831882119999999503e-01,3.299999999999999822e+00,3.299999999999999822e+00,3.299999999999999822e+00,4.199318749999999944e-09,3.299999999999999822e+00,4.199318630000000237e-09,3.299999999999999822e+00,3.299999999999999822e+00,7.594431640000000039e-01,3.434871449999999937e-01,7.562143359999999870e-01,3.806291840000000093e-01,-1.992233339999999985e-06,4.425120960000000262e-09,3.300000020000000145e+00,3.299999999999999822e+00,4.199323640000000014e-09,3.299999999999999822e+00,4.199320249999999595e-09,4.199320249999999595e-09,4.293885839999999611e-09,3.299999999999999822e+00
9.839293609999999468e-01,3.299999999999999822e+00,3.299999999999999822e+00,3.299999999999999822e+00,4.199321259999999752e-09,3.299999999999999822e+00,4.199318930000000332e-09,3.299999999999999822e+00,3.299999999999999822e+00,7.594462239999999476e-01,3.434577120000000261e-01,7.561997310000000416e-01,3.808398020000000050e-01,4.082412820000000422e-06,4.082996010000000283e-09,3.300000010000000206e+00,3.299999999999999822e+00,4.199319340000000298e-09,3.299999999999999822e+00,4.199320839999999949e-09,4.199320839999999949e-09,4.293883929999999995e-09,3.299999999999999822e+00
9.846991939999999444e-01,3.299999999999999822e+00,3.299999999999999822e+00,3.299999999999999822e+00,4.199318790000000122e-09,3.299999999999999822e+00,4.199318790000000122e-09,3.299999999999999822e+00,3.299999999999999822e+00,7.594493939999999998e-01,3.434272329999999984e-01,7.561845390000000444e-01,3.810593760000000052e-01,8.346870739999999816e-06,4.089290250000000131e-09,3.299999999999999822e+00,3.299999999999999822e+00,4.199319300000000119e-09,3.299999999999999822e+00,4.199319009999999861e-09,4.199319009999999861e-09,4.293887319999999587e-09,3.299999999999999822e+00
9.861456280000000518e-01,3.299999999999999822e+00,3.299999999999999822e+00,3.299999999999999822e+00,4.199318669999999588e-09,3.299999999999999822e+00,4.199320179999999904e-09,3.299999999999999822e+00,3.299999999999999822e+00,7.594553269999999578e-01,3.433702220000000027e-01,7.561559310000000034e-01,3.814741950000000159e-01,-1.535304720000000135e-04,4.163726599999999798e-09,3.299999999999999822e+00,3.299999999999999822e+00,4.199318769999999620e-09,3.299999999999999822e+00,4.199318170000000255e-09,4.199318170000000255e-09,4.293882580000000392e-09,3.299999999999999822e+00
9.881228140000001270e-01,3.299999999999999822e+00,3.299999999999999822e+00,3.299999999999999822e+00,4.199321149999999882e-09,3.299999999999999822e+00,4.199320189999999741e-09,3.299999999999999822e+00,3.299999999999999822e+00,7.594633859999999626e-01,3.432928350000000184e-01,7.561166950000000053e-01,3.820460700000000154e-01,8.364534349999999327e-03,4.199745650000000370e-09,3.299999999999999822e+00,3.299999999999999822e+00,4.199320689999999901e-09,3.299999999999999822e+00,4.199321700000000057e-09,4.199321700000000057e-09,4.293885080000000361e-09,3.299999999999999822e+00
9.901000000000000911e-01,3.299999999999999822e+00,3.299999999999999822e+00,3.299999999999999822e+00,4.199321869999999781e-09,3.299999999999999822e+00,4.199319590000000377e-09,3.299999999999999822e+00,3.299999999999999822e+00,7.594713859999999706e-01,3.432160730000000104e-01,7.560773069999999763e-01,3.826236149999999725e-01,3.242679509999999876e+00,4.202520659999999715e-09,3.299999999999999822e+00,3.299999999999999822e+00,4.199319739999999598e-09,3.299999999999999822e+00,4.199321490000000156e-09,4.199321490000000156e-09,4.293887409999999781e-09,3.299999999999999822e+00
9.901099999999999346e-01,2.970000000000000195e+00,3.299999999999999822e+00,3.299999999999999822e+00,4.199313959999999906e-09,3.299999999999999822e+00,4.199325749999999694e-09,3.299999999999999822e+00,3.299999999999999822e+00,7.594714270000000322e-01,3.432156869999999915e-01,7.560771080000000532e-01,3.826265500000000097e-01,3.253674909999999976e+00,4.202452909999999625e-09,3.299999999999999822e+00,3.299999999999999822e+00,4.199319469999999843e-09,3.299999999999999822e+00,4.199313240000000007e-09,4.199313240000000007e-09,4.293882969999999854e-09,3.299999999999999822e+00
9.901300000000000656e-01,2.310000000000000053e+00,3.299999999999999822e+00,3.299999999999999822e+00,4.199319229999999601e-09,3.299999999999999822e+00,4.199324619999999830e-09,3.299999999999999822e+00,3.299999999999999822e+00,7.594715069999999901e-01,3.432149139999999821e-01,7.560767080000000417e-01,3.826324220000000276e-01,3.267275909999999950e+00,4.202321669999999810e-09,3.299999999999999822e+00,3.299999999999999822e+00,4.199321909999999959e-09,3.299999999999999822e+00,4.199305490000000018e-09,4.199305490000000018e-09,4.293879470000000393e-09,3.299999999999999822e+00
9.901649999999999618e-01,1.155000000000000027e+00,3.299999999999999822e+00,3.299999999999999822e+00,4.199316049999999911e-09,3.299999999999999822e+00,4.199316330000000331e-09,3.299999999999999822e+00,3.299999999999999822e+00,7.594716479999999992e-01,3.432135610000000003e-01,7.560760100000000206e-01,3.826426980000000033e-01,3.277234140000000018e+00,4.202103190000000144e-09,3.299999999999999822e+00,3.299999999999999822e+00,4.199323339999999918e-09,3.299999999999999822e+00,4.199309729999999881e-09,4.199309729999999881e-09,4.293876649999999825e-09,3.299999999999999822e+00
